Time,StepCount,cgShipMotion.ned.north [57 real output],cgShipMotion.ned.east [58 real output],cgShipMotion.ned.down [59 real output],cgShipMotion.angularDisplacement.yaw [73 real output],cgShipMotion.angularDisplacement.pitch [70 real output],cgShipMotion.angularDisplacement.roll [67 real output]
881.05,17621,62.2018,-15.8825,-1.01942,64.0351,0.0630244,-0.986888
881.15,17623,62.3459,-15.7377,-1.01933,64.4629,0.0634691,-0.995988
881.25,17625,62.4888,-15.592,-1.0193,64.891,0.0634931,-0.999309
881.35,17627,62.6306,-15.4454,-1.01933,65.3193,0.0631019,-0.996889
881.45,17629,62.7711,-15.2979,-1.01941,65.748,0.0623053,-0.988823
881.55,17631,62.9105,-15.1495,-1.01955,66.1769,0.0611172,-0.975264
881.65,17633,63.0486,-15.0002,-1.01974,66.6061,0.0595553,-0.956418
881.75,17635,63.1856,-14.8501,-1.01997,67.0354,0.0576411,-0.932547
881.85,17637,63.3213,-14.6991,-1.02026,67.465,0.0553994,-0.903958
881.95,17639,63.4557,-14.5472,-1.02059,67.8947,0.0528584,-0.871004
882.05,17641,63.589,-14.3945,-1.02095,68.3247,0.0500488,-0.83408
882.15,17643,63.721,-14.2409,-1.02135,68.7547,0.047004,-0.793614
882.25,17645,63.8517,-14.0865,-1.02178,69.185,0.0437595,-0.750068
882.35,17647,63.9812,-13.9313,-1.02224,69.6153,0.0403524,-0.703928
882.45,17649,64.1094,-13.7753,-1.02271,70.0458,0.0368212,-0.655701
882.55,17651,64.2364,-13.6184,-1.02321,70.4764,0.0332051,-0.60591
882.65,17653,64.3621,-13.4608,-1.02371,70.9072,0.0295441,-0.555086
882.75,17655,64.4865,-13.3023,-1.02421,71.338,0.0258778,-0.503764
882.85,17657,64.6097,-13.1431,-1.02472,71.769,0.0222458,-0.452477
882.95,17659,64.7315,-12.9831,-1.02521,72.2002,0.0186865,-0.401753
883.05,17661,64.8521,-12.8223,-1.0257,72.6314,0.0152374,-0.352104
883.15,17663,64.9714,-12.6608,-1.02617,73.0628,0.0119342,-0.304026
883.25,17665,65.0894,-12.4985,-1.02662,73.4944,0.0088108,-0.257992
883.35,17667,65.2061,-12.3355,-1.02705,73.9261,0.00589869,-0.214449
883.45,17669,65.3216,-12.1717,-1.02744,74.358,0.00322679,-0.173812
883.55,17671,65.4357,-12.0072,-1.02781,74.7901,0.000821164,-0.136458
883.65,17673,65.5485,-11.842,-1.02814,75.2225,-0.00129526,-0.102729
883.75,17675,65.66,-11.6761,-1.02843,75.655,-0.00310284,-0.0729242
883.85,17677,65.7702,-11.5095,-1.02867,76.0878,-0.00458545,-0.0472968
883.95,17679,65.8791,-11.3422,-1.02888,76.5209,-0.00573054,-0.026055
884.05,17681,65.9866,-11.1742,-1.02904,76.9542,-0.00652924,-0.00935892
884.15,17683,66.0929,-11.0055,-1.02915,77.3879,-0.00697641,0.00268063
884.25,17685,66.1978,-10.8361,-1.02922,77.8219,-0.00707063,0.0100022
884.35,17687,66.3014,-10.6661,-1.02924,78.2562,-0.00681419,0.0125937
884.45,17689,66.4037,-10.4955,-1.02921,78.6909,-0.00621296,0.0104925
884.55,17691,66.5046,-10.3242,-1.02914,79.126,-0.00527635,0.00378361
884.65,17693,66.6042,-10.1523,-1.02903,79.5614,-0.00401708,-0.00740132
884.75,17695,66.7025,-9.97972,-1.02887,79.9973,-0.00245108,-0.022886
884.85,17697,66.7994,-9.80655,-1.02867,80.4337,-0.000597235,-0.042452
884.95,17699,66.895,-9.63276,-1.02844,80.8705,0.00152285,-0.0658414
885.05,17701,66.9892,-9.45838,-1.02817,81.3077,0.00388508,-0.0927602
885.15,17703,67.0821,-9.28341,-1.02787,81.7454,0.00646318,-0.122881
885.25,17705,67.1736,-9.10785,-1.02755,82.1836,0.00922899,-0.15585
885.35,17707,67.2638,-8.93172,-1.0272,82.6223,0.0121528,-0.191284
885.45,17709,67.3526,-8.75501,-1.02682,83.0615,0.0152035,-0.228783
885.55,17711,67.44,-8.57775,-1.02644,83.5012,0.0183492,-0.26793
885.65,17713,67.526,-8.39994,-1.02604,83.9415,0.0215575,-0.308297
885.75,17715,67.6107,-8.22159,-1.02564,84.3822,0.0247956,-0.349445
885.85,17717,67.694,-8.04271,-1.02523,84.8235,0.0280307,-0.390939
885.95,17719,67.7758,-7.8633,-1.02482,85.2652,0.0312307,-0.432341
886.05,17721,67.8563,-7.68338,-1.02442,85.7075,0.034364,-0.473222
886.15,17723,67.9354,-7.50296,-1.02403,86.1503,0.0374001,-0.513163
886.25,17725,68.0131,-7.32203,-1.02365,86.5936,0.0403099,-0.551763
886.35,17727,68.0894,-7.14062,-1.02329,87.0374,0.043066,-0.588635
886.45,17729,68.1642,-6.95873,-1.02295,87.4816,0.0456427,-0.623421
886.55,17731,68.2377,-6.77638,-1.02263,87.9264,0.0480165,-0.655784
886.65,17733,68.3097,-6.59356,-1.02234,88.3716,0.0501663,-0.685421
886.75,17735,68.3802,-6.4103,-1.02208,88.8173,0.0520734,-0.712059
886.85,17737,68.4494,-6.22659,-1.02186,89.2634,0.053722,-0.73546
886.95,17739,68.5171,-6.04246,-1.02166,89.7099,0.055099,-0.755423
887.05,17741,68.5833,-5.8579,-1.02151,90.1569,0.0561942,-0.771786
887.15,17743,68.6481,-5.67294,-1.02138,90.6042,0.0570004,-0.784424
887.25,17745,68.7114,-5.48758,-1.0213,91.0519,0.0575137,-0.793255
887.35,17747,68.7733,-5.30182,-1.02125,91.5,0.0577329,-0.798237
887.45,17749,68.8337,-5.11569,-1.02124,91.9485,0.0576601,-0.799367
887.55,17751,68.8926,-4.92919,-1.02127,92.3973,0.0573003,-0.796684
887.65,17753,68.9501,-4.74233,-1.02134,92.8464,0.0566614,-0.790265
887.75,17755,69.0061,-4.55512,-1.02144,93.2958,0.0557542,-0.780224
887.85,17757,69.0606,-4.36757,-1.02158,93.7455,0.0545921,-0.766713
887.95,17759,69.1136,-4.1797,-1.02174,94.1955,0.053191,-0.749915
888.05,17761,69.1651,-3.9915,-1.02194,94.6457,0.051569,-0.730047
888.15,17763,69.2151,-3.80301,-1.02217,95.0962,0.0497465,-0.707354
888.25,17765,69.2636,-3.61421,-1.02242,95.547,0.0477456,-0.682108
888.35,17767,69.3106,-3.42513,-1.02269,95.998,0.0455902,-0.654603
888.45,17769,69.3561,-3.23578,-1.02298,96.4493,0.0433053,-0.625151
888.55,17771,69.4002,-3.04616,-1.02329,96.9007,0.0409171,-0.594083
888.65,17773,69.4427,-2.85629,-1.02361,97.3524,0.0384525,-0.56174
888.75,17775,69.4836,-2.66618,-1.02394,97.8044,0.0359391,-0.528474
888.85,17777,69.5231,-2.47583,-1.02427,98.2565,0.0334044,-0.494638
888.95,17779,69.5611,-2.28526,-1.0246,98.7089,0.030876,-0.460591
889.05,17781,69.5975,-2.09449,-1.02494,99.1614,0.0283811,-0.426685
889.15,17783,69.6325,-1.90351,-1.02527,99.6142,0.0259461,-0.39327
889.25,17785,69.6659,-1.71234,-1.02559,100.067,0.0235966,-0.360683
889.35,17787,69.6978,-1.52099,-1.0259,100.521,0.0213568,-0.329249
889.45,17789,69.7281,-1.32947,-1.02619,100.974,0.0192497,-0.299278
889.55,17791,69.757,-1.1378,-1.02647,101.428,0.0172965,-0.27106
889.65,17793,69.7843,-0.945974,-1.02673,101.882,0.0155165,-0.244863
889.75,17795,69.8101,-0.754014,-1.02696,102.336,0.0139271,-0.220929
889.85,17797,69.8344,-0.561926,-1.02717,102.791,0.0125433,-0.199477
889.95,17799,69.8571,-0.369722,-1.02735,103.246,0.0113779,-0.180695
890.05,17801,69.8784,-0.177412,-1.02751,103.701,0.0104412,-0.164741
890.15,17803,69.8981,0.0149941,-1.02764,104.156,0.00974104,-0.151742
890.25,17805,69.9162,0.207485,-1.02773,104.612,0.00928265,-0.141794
890.35,17807,69.9329,0.40005,-1.0278,105.068,0.00906869,-0.134959
890.45,17809,69.948,0.59268,-1.02784,105.525,0.00909924,-0.131265
890.55,17811,69.9616,0.785363,-1.02784,105.981,0.00937186,-0.13071
890.65,17813,69.9737,0.978089,-1.02782,106.439,0.0098816,-0.133257
890.75,17815,69.9842,1.17085,-1.02776,106.896,0.0106211,-0.138839
890.85,17817,69.9932,1.36363,-1.02768,107.354,0.0115808,-0.147357
890.95,17819,70.0007,1.55642,-1.02757,107.813,0.0127489,-0.158686
891.05,17821,70.0066,1.74921,-1.02743,108.272,0.0141115,-0.17267
891.15,17823,70.0111,1.94199,-1.02727,108.731,0.0156529,-0.189133
891.25,17825,70.0139,2.13475,-1.02708,109.19,0.0173557,-0.207872
891.35,17827,70.0153,2.32747,-1.02688,109.651,0.0192008,-0.228668
891.45,17829,70.0151,2.52015,-1.02666,110.111,0.0211683,-0.25128
891.55,17831,70.0134,2.71277,-1.02642,110.572,0.023237,-0.275452
891.65,17833,70.0102,2.90533,-1.02618,111.034,0.0253851,-0.300916
891.75,17835,70.0054,3.09781,-1.02592,111.496,0.0275902,-0.327394
891.85,17837,69.9991,3.2902,-1.02565,111.958,0.0298297,-0.354601
891.95,17839,69.9912,3.48248,-1.02538,112.421,0.0320809,-0.382249
892.05,17841,69.9818,3.67465,-1.02511,112.884,0.0343212,-0.410047
892.15,17843,69.9709,3.8667,-1.02484,113.348,0.0365286,-0.437709
892.25,17845,69.9584,4.0586,-1.02458,113.812,0.0386815,-0.464953
892.35,17847,69.9444,4.25036,-1.02432,114.276,0.0407593,-0.491505
892.45,17849,69.9289,4.44195,-1.02407,114.741,0.0427423,-0.517102
892.55,17851,69.9118,4.63337,-1.02384,115.207,0.0446121,-0.541493
892.65,17853,69.8932,4.82461,-1.02362,115.672,0.0463516,-0.564445
892.75,17855,69.873,5.01564,-1.02341,116.139,0.0479454,-0.58574
892.85,17857,69.8513,5.20647,-1.02322,116.605,0.0493795,-0.605183
892.95,17859,69.8281,5.39707,-1.02305,117.072,0.050642,-0.6226
893.05,17861,69.8033,5.58743,-1.02291,117.539,0.0517227,-0.637838
893.15,17863,69.777,5.77755,-1.02278,118.007,0.0526133,-0.650771
893.25,17865,69.7491,5.9674,-1.02268,118.475,0.0533078,-0.661297
893.35,17867,69.7197,6.15698,-1.02261,118.944,0.053802,-0.66934
893.45,17869,69.6887,6.34628,-1.02256,119.412,0.054094,-0.674853
893.55,17871,69.6563,6.53527,-1.02253,119.881,0.0541838,-0.677812
893.65,17873,69.6222,6.72396,-1.02253,120.351,0.0540736,-0.678224
893.75,17875,69.5867,6.91232,-1.02255,120.82,0.0537676,-0.676117
893.85,17877,69.5496,7.10034,-1.0226,121.29,0.0532719,-0.67155
893.95,17879,69.5109,7.28801,-1.02267,121.761,0.0525945,-0.664602
894.05,17881,69.4708,7.47533,-1.02276,122.231,0.0517453,-0.655378
894.15,17883,69.4291,7.66226,-1.02288,122.702,0.0507355,-0.644005
894.25,17885,69.3858,7.84882,-1.02301,123.173,0.0495782,-0.630629
894.35,17887,69.3411,8.03497,-1.02316,123.644,0.0482877,-0.615416
894.45,17889,69.2948,8.22071,-1.02333,124.116,0.0468795,-0.598548
894.55,17891,69.247,8.40603,-1.02351,124.587,0.0453701,-0.580222
894.65,17893,69.1976,8.59091,-1.02371,125.059,0.043777,-0.560648
894.75,17895,69.1468,8.77535,-1.02391,125.532,0.0421182,-0.540043
894.85,17897,69.0944,8.95932,-1.02412,126.004,0.0404123,-0.518636
894.95,17899,69.0405,9.14283,-1.02434,126.477,0.0386779,-0.496659
895.05,17901,68.9852,9.32585,-1.02456,126.95,0.0369341,-0.474346
895.15,17903,68.9283,9.50837,-1.02478,127.423,0.0351995,-0.451932
895.25,17905,68.8699,9.69039,-1.025,127.896,0.0334925,-0.429651
895.35,17907,68.81,9.87189,-1.02522,128.369,0.0318311,-0.40773
895.45,17909,68.7486,10.0529,-1.02543,128.843,0.0302324,-0.386392
895.55,17911,68.6857,10.2333,-1.02563,129.317,0.0287129,-0.365849
895.65,17913,68.6213,10.4132,-1.02582,129.791,0.0272879,-0.346304
895.75,17915,68.5555,10.5925,-1.026,130.266,0.0259715,-0.327944
895.85,17917,68.4881,10.7712,-1.02617,130.74,0.0247766,-0.310944
895.95,17919,68.4193,10.9493,-1.02632,131.215,0.0237147,-0.295461
896.05,17921,68.349,11.1269,-1.02646,131.69,0.0227957,-0.281636
896.15,17923,68.2773,11.3038,-1.02658,132.166,0.0220278,-0.269589
896.25,17925,68.2041,11.4801,-1.02668,132.642,0.0214179,-0.25942
896.35,17927,68.1294,11.6558,-1.02676,133.118,0.0209707,-0.251212
896.45,17929,68.0533,11.8308,-1.02682,133.594,0.0206895,-0.245022
896.55,17931,67.9757,12.0052,-1.02687,134.07,0.0205758,-0.240888
896.65,17933,67.8967,12.1789,-1.02689,134.547,0.0206291,-0.238826
896.75,17935,67.8162,12.352,-1.02689,135.025,0.0208474,-0.23883
896.85,17937,67.7343,12.5243,-1.02687,135.502,0.0212271,-0.240874
896.95,17939,67.651,12.696,-1.02683,135.979,0.0217878,-0.245261
897.05,17941,67.5662,12.8669,-1.02678,136.456,0.0225823,-0.252705
897.15,17943,67.4798,13.0372,-1.02671,136.93,0.0236825,-0.26413
897.25,17945,67.3917,13.2067,-1.02663,137.401,0.0251593,-0.280664
897.35,17947,67.302,13.3755,-1.02655,137.867,0.0270803,-0.303469
897.45,17949,67.2104,13.5437,-1.02645,138.326,0.0295089,-0.333599
897.55,17951,67.1171,13.7111,-1.02633,138.779,0.0325013,-0.372018
897.65,17953,67.0219,13.8778,-1.02621,139.224,0.0360982,-0.419523
897.75,17955,66.9248,14.0437,-1.02607,139.66,0.0403187,-0.476845
897.85,17957,66.8257,14.209,-1.02592,140.088,0.0451667,-0.544642
897.95,17959,66.7246,14.3735,-1.02574,140.506,0.0506263,-0.623319
898.05,17961,66.6215,14.5373,-1.02553,140.913,0.056659,-0.713239
898.15,17963,66.5164,14.7004,-1.02529,141.31,0.0632093,-0.814552
898.25,17965,66.4093,14.8627,-1.02502,141.697,0.0702059,-0.927109
898.35,17967,66.3002,15.0243,-1.02471,142.072,0.0775643,-1.0506
898.45,17969,66.189,15.1851,-1.02436,142.436,0.0851865,-1.18436
898.55,17971,66.0758,15.3452,-1.02396,142.788,0.0929626,-1.32731
898.65,17973,65.9605,15.5046,-1.02351,143.131,0.100775,-1.4782
898.75,17975,65.8434,15.6633,-1.02302,143.462,0.108502,-1.63562
898.85,17977,65.7242,15.8214,-1.02248,143.784,0.11602,-1.79809
898.95,17979,65.6032,15.9787,-1.0219,144.095,0.123208,-1.96399
899.05,17981,65.4802,16.1354,-1.02128,144.395,0.129947,-2.13164
899.15,17983,65.3554,16.2915,-1.02062,144.685,0.136127,-2.29923
899.25,17985,65.2287,16.4469,-1.01995,144.965,0.141645,-2.46492
899.35,17987,65.1001,16.6017,-1.01925,145.234,0.146408,-2.6269
899.45,17989,64.9698,16.7559,-1.01855,145.492,0.150336,-2.78342
899.55,17991,64.8377,16.9095,-1.01785,145.74,0.153362,-2.9328
899.65,17993,64.7038,17.0626,-1.01717,145.977,0.155431,-3.07346
899.75,17995,64.5681,17.2151,-1.01652,146.202,0.156507,-3.20393
899.85,17997,64.4308,17.367,-1.0159,146.416,0.156566,-3.3229
899.95,17999,64.2917,17.5183,-1.01534,146.619,0.155598,-3.42923
900.05,18001,64.1509,17.6691,-1.01484,146.81,0.153609,-3.52195
900.15,18003,64.0085,17.8193,-1.01441,146.989,0.150622,-3.60028
900.25,18005,63.8644,17.969,-1.01407,147.155,0.146671,-3.6636
900.35,18007,63.7187,18.1181,-1.01383,147.309,0.141808,-3.71146
900.45,18009,63.5714,18.2667,-1.01368,147.451,0.136096,-3.74359
900.55,18011,63.4225,18.4147,-1.01364,147.58,0.129608,-3.75997
900.65,18013,63.2721,18.5621,-1.01372,147.695,0.122426,-3.76074
900.75,18015,63.1201,18.709,-1.01391,147.798,0.114645,-3.74617
900.85,18017,62.9666,18.8554,-1.01421,147.887,0.106368,-3.71668
900.95,18019,62.8116,19.0012,-1.01463,147.963,0.0977048,-3.67284
901.05,18021,62.6552,19.1465,-1.01515,148.025,0.0887704,-3.61531
901.15,18023,62.4973,19.2913,-1.01578,148.074,0.0796826,-3.54489
901.25,18025,62.338,19.4355,-1.01651,148.11,0.0705604,-3.46248
901.35,18027,62.1774,19.5793,-1.01732,148.132,0.0615213,-3.36905
901.45,18029,62.0154,19.7225,-1.01822,148.141,0.0526776,-3.26572
901.55,18031,61.8521,19.8654,-1.01918,148.137,0.0441399,-3.15357
901.65,18033,61.6876,20.0077,-1.02019,148.12,0.036007,-3.03377
901.75,18035,61.5218,20.1497,-1.02125,148.089,0.0283722,-2.90739
901.85,18037,61.3548,20.2913,-1.02234,148.045,0.0213145,-2.7756
901.95,18039,61.1866,20.4326,-1.02344,147.988,0.0148924,-2.63968
902.05,18041,61.0174,20.5735,-1.02454,147.917,0.00915064,-2.501
902.15,18043,60.8471,20.7141,-1.02563,147.833,0.00411937,-2.36092
902.25,18045,60.6757,20.8545,-1.02669,147.735,-0.000185562,-2.22084
902.35,18047,60.5033,20.9946,-1.02771,147.623,-0.00376274,-2.08215
902.45,18049,60.33,21.1345,-1.02868,147.498,-0.00662481,-1.94622
902.55,18051,60.1558,21.2741,-1.02959,147.359,-0.00879785,-1.81438
902.65,18053,59.9807,21.4136,-1.03042,147.206,-0.0103209,-1.68793
902.75,18055,59.8048,21.5529,-1.03117,147.04,-0.0112444,-1.5681
902.85,18057,59.6281,21.692,-1.03183,146.86,-0.0116293,-1.45602
902.95,18059,59.4506,21.831,-1.03239,146.666,-0.0115388,-1.35262
903.05,18061,59.2724,21.9698,-1.03285,146.46,-0.0110353,-1.25859
903.15,18063,59.0935,22.1086,-1.03322,146.241,-0.0101832,-1.17447
903.25,18065,58.914,22.2474,-1.03348,146.01,-0.00904876,-1.1006
